"BehaviorSpace results (NetLogo 6.2.0)"
"/home/h2/s1426633/IPS-SPREADS-2-4-MM.nlogo"
"UPS3"
"08/04/2022 10:01:09:381 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","50","0","50"
"[run number]","sanitation-felling","path-to-input","[step]","nhost1","nhost2","nhost3","prima1","prima2","prima3","count spruce","ncut1","ncut2","ncut3"
"19","50","input/1632/","8141","0","0","0","4.22724795640327","0","0","1835","0","0","0"
"20","50","input/1632/","8198","0","0","0","4.22724795640327","0","0","1835","0","0","0"
"21","50","input/2565/","8646","0","0","0","3.0790697674418603","0","0","860","0","0","0"
"22","50","input/2565/","8463","0","0","0","3.0790697674418603","0","0","860","0","0","0"
"23","50","input/2565/","8430","0","0","0","3.0790697674418603","0","0","860","0","0","0"
"24","50","input/2565/","8455","0","0","0","3.0790697674418603","0","0","860","0","0","0"
"25","50","input/2565/","8624","0","0","0","3.0790697674418603","0","0","860","0","0","0"
"26","50","input/2565/","8452","0","0","0","3.0790697674418603","0","0","860","0","0","0"
"27","50","input/2565/","8457","0","0","0","3.0790697674418603","0","0","860","0","0","0"
"28","50","input/2565/","8438","0","0","0","3.0790697674418603","0","0","860","0","0","0"
"29","50","input/2565/","8423","0","0","0","3.0790697674418603","0","0","860","0","0","0"
"30","50","input/2565/","8659","0","0","0","3.0790697674418603","0","0","860","0","0","0"
"32","50","input/2698/","35611","64","1","0","1.7664670658682635","0.5508982035928144","0.5269461077844312","167","64","2","0"
"41","50","input/3888/","8103","0","0","0","4.332138590203106","0","0","837","0","0","0"
"31","50","input/2698/","35526","63","2","0","1.8203592814371257","0.5748502994011976","0.5269461077844312","167","64","2","0"
"34","50","input/2698/","35951","64","1","0","1.7604790419161678","0.5329341317365269","0.5089820359281437","167","65","2","0"
"39","50","input/2698/","35417","64","1","0","1.7664670658682635","0.5269461077844312","0.5029940119760479","167","65","2","0"
"42","50","input/3888/","8105","0","0","0","4.332138590203106","0","0","837","0","0","0"
"43","50","input/3888/","8126","0","0","0","4.332138590203106","0","0","837","0","0","0"
"33","50","input/2698/","36023","64","2","0","1.778443113772455","0.5568862275449101","0.5089820359281437","167","64","2","0"
"35","50","input/2698/","36803","64","1","0","1.784431137724551","0.5449101796407185","0.5209580838323353","167","65","1","0"
"44","50","input/3888/","8104","0","0","0","4.332138590203106","0","0","837","0","0","0"
"45","50","input/3888/","8153","0","0","0","4.332138590203106","0","0","837","0","0","0"
"46","50","input/3888/","8119","0","0","0","4.332138590203106","0","0","837","0","0","0"
"47","50","input/3888/","8113","0","0","0","4.332138590203106","0","0","837","0","0","0"
"48","50","input/3888/","8100","0","0","0","4.332138590203106","0","0","837","0","0","0"
"36","50","input/2698/","40755","64","2","0","1.8083832335329342","0.5329341317365269","0.49101796407185627","167","64","3","0"
"49","50","input/3888/","8162","0","0","0","4.332138590203106","0","0","837","0","0","0"
"50","50","input/3888/","8125","0","0","0","4.332138590203106","0","0","837","0","0","0"
"38","50","input/2698/","37171","64","2","0","1.7964071856287425","0.5568862275449101","0.5089820359281437","167","64","2","0"
"37","50","input/2698/","41201","65","2","0","1.7964071856287425","0.49101796407185627","0.4550898203592814","167","65","3","0"
"40","50","input/2698/","36332","64","1","0","1.8023952095808384","0.5508982035928144","0.5269461077844312","167","65","1","0"
"51","50","input/4563/","45878","130","66","13","2.678276810265811","2.085242896425298","1.8405132905591202","1091","131","66","13"
"52","50","input/4563/","45466","133","67","13","2.683776351970669","2.074243813015582","1.8230980751604033","1091","133","68","13"
"53","50","input/4563/","46497","132","72","13","2.681943171402383","2.0586617781851513","1.7901008249312558","1091","133","72","14"
"54","50","input/4563/","46501","133","70","16","2.678276810265811","2.056828597616865","1.7809349220898258","1091","134","71","17"
"57","50","input/4563/","46350","132","73","16","2.6810265811182403","2.062328139321723","1.7754353803849678","1091","132","73","17"
"56","50","input/4563/","47133","134","75","16","2.681943171402383","2.0476626947754353","1.7580201649862512","1091","134","75","17"
"55","50","input/4563/","46086","132","83","19","2.681943171402383","2.0293308890925754","1.7103574702108157","1091","133","83","20"
"58","50","input/4563/","44698","136","74","19","2.677360219981668","2.0375802016498623","1.7442713107241063","1091","136","75","19"
"60","50","input/4563/","44488","134","72","18","2.6801099908340973","2.0522456461961505","1.769019248395967","1091","134","73","18"
"59","50","input/4563/","45894","131","79","22","2.691109074243813","2.0522456461961505","1.7323556370302475","1091","132","79","22"
"61","50","input/4698/","39849","22","10","3","4.473355736917907","4.383101296207393","4.343254920787326","2083","22","11","4"
"62","50","input/4698/","41309","20","10","2","4.476716274603937","4.394143062890063","4.357177148343735","2083","21","10","3"
"63","50","input/4698/","38691","20","11","5","4.477676428228516","4.394623139702352","4.349015842534806","2083","20","11","5"
"64","50","input/4698/","41484","21","11","5","4.475756120979357","4.385021603456553","4.339894383101297","2083","21","12","5"
"71","50","input/4704/","17498","3","0","0","4.795454545454546","4.785476718403547","0","1804","3","0","0"
"66","50","input/4698/","40710","21","6","0","4.475756120979357","4.3989438310129625","4.378780604896783","2083","21","7","1"
"72","50","input/4704/","17619","3","0","0","4.795454545454546","4.785476718403547","0","1804","3","0","0"
"65","50","input/4698/","38471","22","12","6","4.473835813730197","4.379260681709074","4.325492078732597","2083","22","12","7"
"73","50","input/4704/","22489","4","0","0","4.792128603104213","4.779379157427938","0","1804","4","0","0"
"75","50","input/4704/","17488","3","0","0","4.792128603104213","4.782150776053215","0","1804","4","0","0"
"74","50","input/4704/","22298","3","0","0","4.792128603104213","4.782150776053215","0","1804","4","0","0"
"67","50","input/4698/","40481","21","10","4","4.476716274603937","4.388862217954872","4.345655304848775","2083","21","11","5"
"76","50","input/4704/","18320","3","0","0","4.795454545454546","4.785476718403547","0","1804","3","0","0"
"68","50","input/4698/","40521","20","10","4","4.479596735477676","4.394143062890063","4.350936149783966","2083","20","11","5"
"77","50","input/4704/","22291","3","0","0","4.792128603104213","4.78270509977827","0","1804","4","0","0"
"78","50","input/4704/","21921","3","0","0","4.792128603104213","4.782150776053215","0","1804","4","0","0"
"70","50","input/4698/","38724","20","7","3","4.478636581853096","4.401824291886702","4.373019683149304","2083","20","8","3"
"79","50","input/4704/","17687","3","0","0","4.795454545454546","4.785476718403547","0","1804","3","0","0"
"69","50","input/4698/","38500","20","11","6","4.476236197791646","4.387902064330293","4.339894383101297","2083","21","12","6"
"80","50","input/4704/","20893","3","0","0","4.792128603104213","4.78270509977827","0","1804","4","0","0"
"84","50","input/4822/","47078","47","13","0","3.696842105263158","3.16","3.0189473684210526","475","47","14","1"
"81","50","input/4822/","44491","47","19","1","3.711578947368421","3.1010526315789475","2.905263157894737","475","47","20","1"
"92","50","input/5240/","8127","0","0","0","4.417153996101365","0","0","1539","0","0","0"
"91","50","input/5240/","8114","0","0","0","4.417153996101365","0","0","1539","0","0","0"
"93","50","input/5240/","8098","0","0","0","4.417153996101365","0","0","1539","0","0","0"
"94","50","input/5240/","8097","0","0","0","4.417153996101365","0","0","1539","0","0","0"
"83","50","input/4822/","47297","48","14","0","3.6778947368421053","3.134736842105263","2.9810526315789474","475","48","14","1"
"86","50","input/4822/","44687","47","14","0","3.703157894736842","3.1389473684210527","3.002105263157895","475","48","15","0"
"82","50","input/4822/","47458","48","17","2","3.7178947368421054","3.103157894736842","2.9157894736842107","475","49","17","2"
"95","50","input/5240/","8140","0","0","0","4.417153996101365","0","0","1539","0","0","0"
"96","50","input/5240/","8072","0","0","0","4.417153996101365","0","0","1539","0","0","0"
"97","50","input/5240/","8078","0","0","0","4.417153996101365","0","0","1539","0","0","0"
"85","50","input/4822/","44872","47","17","1","3.7178947368421054","3.1389473684210527","2.962105263157895","475","47","17","1"
"98","50","input/5240/","8096","0","0","0","4.417153996101365","0","0","1539","0","0","0"
"99","50","input/5240/","8113","0","0","0","4.417153996101365","0","0","1539","0","0","0"
"100","50","input/5240/","8075","0","0","0","4.417153996101365","0","0","1539","0","0","0"
"101","50","input/5264/","8126","0","0","0","5.42827868852459","0","0","1464","0","0","0"
"102","50","input/5264/","8106","0","0","0","5.42827868852459","0","0","1464","0","0","0"
"103","50","input/5264/","8114","0","0","0","5.42827868852459","0","0","1464","0","0","0"
"104","50","input/5264/","8112","0","0","0","5.42827868852459","0","0","1464","0","0","0"
"105","50","input/5264/","8107","0","0","0","5.42827868852459","0","0","1464","0","0","0"
"106","50","input/5264/","8095","0","0","0","5.42827868852459","0","0","1464","0","0","0"
"88","50","input/4822/","44298","48","14","0","3.7157894736842105","3.1452631578947368","2.997894736842105","475","48","15","1"
"108","50","input/5264/","8174","0","0","0","5.42827868852459","0","0","1464","0","0","0"
"107","50","input/5264/","8120","0","0","0","5.42827868852459","0","0","1464","0","0","0"
"109","50","input/5264/","8136","0","0","0","5.42827868852459","0","0","1464","0","0","0"
"110","50","input/5264/","8098","0","0","0","5.42827868852459","0","0","1464","0","0","0"
"87","50","input/4822/","44096","48","19","1","3.694736842105263","3.0842105263157893","2.88","475","48","20","2"
"111","50","input/5265/","8119","0","0","0","4.593360995850622","0","0","723","0","0","0"
"112","50","input/5265/","8113","0","0","0","4.593360995850622","0","0","723","0","0","0"
"113","50","input/5265/","8139","0","0","0","4.593360995850622","0","0","723","0","0","0"
"114","50","input/5265/","8131","0","0","0","4.593360995850622","0","0","723","0","0","0"
"115","50","input/5265/","8128","0","0","0","4.593360995850622","0","0","723","0","0","0"
"90","50","input/4822/","46925","48","14","0","3.7094736842105265","3.1389473684210527","2.9789473684210526","475","48","15","1"
"116","50","input/5265/","8131","0","0","0","4.593360995850622","0","0","723","0","0","0"
"117","50","input/5265/","8177","0","0","0","4.593360995850622","0","0","723","0","0","0"
"118","50","input/5265/","8135","0","0","0","4.593360995850622","0","0","723","0","0","0"
"119","50","input/5265/","8112","0","0","0","4.593360995850622","0","0","723","0","0","0"
"89","50","input/4822/","44269","45","15","0","3.736842105263158","3.1789473684210527","3.0357894736842104","475","46","15","0"
"120","50","input/5265/","8124","0","0","0","4.593360995850622","0","0","723","0","0","0"
"121","50","input/5368/","46863","175","131","51","3.1768321513002364","2.539952718676123","2.194326241134752","2115","176","132","51"
"122","50","input/5368/","46260","177","129","57","3.166903073286052","2.534278959810875","2.181560283687943","2115","177","129","57"
"131","50","input/5397/","8116","0","0","0","3.573278800272665","0","0","1467","0","0","0"
"132","50","input/5397/","8135","0","0","0","3.573278800272665","0","0","1467","0","0","0"
"133","50","input/5397/","8140","0","0","0","3.573278800272665","0","0","1467","0","0","0"
"125","50","input/5368/","46872","178","140","60","3.171158392434988","2.518676122931442","2.134278959810875","2115","179","140","61"
"134","50","input/5397/","8115","0","0","0","3.573278800272665","0","0","1467","0","0","0"
"135","50","input/5397/","8126","0","0","0","3.573278800272665","0","0","1467","0","0","0"
"136","50","input/5397/","8103","0","0","0","3.573278800272665","0","0","1467","0","0","0"
"137","50","input/5397/","8093","0","0","0","3.573278800272665","0","0","1467","0","0","0"
"130","50","input/5368/","46910","178","135","55","3.175886524822695","2.523404255319149","2.1598108747044917","2115","178","136","55"
"138","50","input/5397/","8116","0","0","0","3.573278800272665","0","0","1467","0","0","0"
"123","50","input/5368/","46170","177","135","66","3.1692671394799055","2.523404255319149","2.1375886524822696","2115","178","135","67"
"139","50","input/5397/","8110","0","0","0","3.573278800272665","0","0","1467","0","0","0"
"140","50","input/5397/","8127","0","0","0","3.573278800272665","0","0","1467","0","0","0"
"124","50","input/5368/","47887","180","142","77","3.165011820330969","2.5030732860520093","2.088888888888889","2115","180","143","77"
"127","50","input/5368/","47083","176","140","68","3.1843971631205674","2.520567375886525","2.1319148936170214","2115","176","141","68"
"126","50","input/5368/","46498","176","141","71","3.171158392434988","2.5304964539007093","2.1328605200945625","2115","176","141","71"
"129","50","input/5368/","46890","175","138","64","3.168321513002364","2.5356973995271868","2.15177304964539","2115","175","139","65"
"128","50","input/5368/","47050","181","147","79","3.166430260047281","2.497872340425532","2.0709219858156027","2115","181","148","79"
"141","50","input/5498/","47275","250","156","79","3.9610148514851486","2.6918316831683167","1.9603960396039604","1616","250","157","79"
"144","50","input/5498/","47891","248","157","76","3.963490099009901","2.709777227722772","1.9659653465346534","1616","248","158","77"
"148","50","input/5498/","47092","248","153","79","3.963490099009901","2.7091584158415842","1.9783415841584158","1616","248","154","80"
"146","50","input/5498/","48273","248","155","71","3.9560643564356437","2.714727722772277","1.9987623762376239","1616","249","155","71"
"147","50","input/5498/","45872","247","151","75","3.959777227722772","2.7320544554455446","2.020420792079208","1616","248","151","75"
"142","50","input/5498/","45897","247","163","82","3.964727722772277","2.6881188118811883","1.9245049504950495","1616","248","163","82"
"145","50","input/5498/","46547","247","158","79","3.9758663366336635","2.7054455445544554","1.9647277227722773","1616","247","158","80"
"143","50","input/5498/","46710","248","153","82","3.9610148514851486","2.7153465346534653","1.9746287128712872","1616","248","154","82"
"150","50","input/5498/","46498","248","157","82","3.9591584158415842","2.709777227722772","1.9523514851485149","1616","249","158","83"
"149","50","input/5498/","46300","246","158","84","3.9665841584158414","2.719059405940594","1.953589108910891","1616","247","158","84"
"151","50","input/5500/","45265","82","67","45","4.36684135302525","4.0057170080990945","3.7365412101000475","2099","82","67","46"
"152","50","input/5500/","44292","82","69","41","4.363982848975703","3.9952358265840875","3.7289185326345877","2099","83","70","42"
"153","50","input/5500/","44112","81","61","41","4.36684135302525","4.025250119104335","3.7808480228680326","2099","81","61","41"
"155","50","input/5500/","43885","83","67","42","4.367317770366841","3.9947594092424965","3.7341591233920917","2099","83","68","42"
"161","50","input/5520/","22517","2","0","0","4.9051246537396125","4.896814404432133","0","1444","3","0","0"
"154","50","input/5500/","42653","82","67","49","4.368747022391615","4.006193425440686","3.729394949976179","2099","82","68","49"
"157","50","input/5500/","44918","81","66","42","4.364459266317294","4.005240590757504","3.7503573130061936","2099","82","67","42"
"162","50","input/5520/","16878","2","0","0","4.9051246537396125","4.896814404432133","0","1444","3","0","0"
"156","50","input/5500/","44273","82","70","46","4.369223439733206","3.9928537398761317","3.7155788470700335","2099","83","71","46"
"163","50","input/5520/","23098","3","0","0","4.9051246537396125","4.892659279778393","0","1444","3","0","0"
"158","50","input/5500/","44885","81","67","42","4.3663649356836585","4.01143401619819","3.7451167222486896","2099","82","67","43"
"164","50","input/5520/","23882","2","0","0","4.9051246537396125","4.896814404432133","0","1444","3","0","0"
"166","50","input/5520/","23094","2","0","0","4.9051246537396125","4.896814404432133","0","1444","3","0","0"
"165","50","input/5520/","23886","2","0","0","4.9051246537396125","4.896814404432133","0","1444","3","0","0"
"167","50","input/5520/","20718","2","0","0","4.9051246537396125","4.896814404432133","0","1444","3","0","0"
"168","50","input/5520/","23137","3","0","0","4.9051246537396125","4.892659279778393","0","1444","3","0","0"
"169","50","input/5520/","23303","3","0","0","4.9051246537396125","4.892659279778393","0","1444","3","0","0"
"170","50","input/5520/","24121","3","0","0","4.9051246537396125","4.892659279778393","0","1444","3","0","0"
"171","50","input/5884/","23539","5","0","0","5.162679425837321","5.088516746411483","0","418","5","0","0"
"173","50","input/5884/","22099","4","0","0","5.160287081339713","5.1028708133971294","0","418","5","0","0"
"172","50","input/5884/","23487","5","0","0","5.143540669856459","5.07177033492823","0","418","6","0","0"
"175","50","input/5884/","22085","5","0","0","5.145933014354067","5.07177033492823","0","418","6","0","0"
"174","50","input/5884/","24108","5","0","0","5.148325358851674","5.07177033492823","0","418","6","0","0"
"181","50","input/6037/","8089","0","0","0","4.654761904761905","0","0","672","0","0","0"
"182","50","input/6037/","8124","0","0","0","4.654761904761905","0","0","672","0","0","0"
"183","50","input/6037/","8174","0","0","0","4.654761904761905","0","0","672","0","0","0"
"176","50","input/5884/","22088","5","0","0","5.148325358851674","5.076555023923445","0","418","6","0","0"
"184","50","input/6037/","8126","0","0","0","4.654761904761905","0","0","672","0","0","0"
"185","50","input/6037/","8101","0","0","0","4.654761904761905","0","0","672","0","0","0"
"186","50","input/6037/","8121","0","0","0","4.654761904761905","0","0","672","0","0","0"
"159","50","input/5500/","46267","81","74","55","4.371605526441162","3.9909480705097664","3.684611719866603","2099","82","75","55"
"187","50","input/6037/","8166","0","0","0","4.654761904761905","0","0","672","0","0","0"
"177","50","input/5884/","22325","5","0","0","5.148325358851674","5.07177033492823","0","418","6","0","0"
"188","50","input/6037/","8134","0","0","0","4.654761904761905","0","0","672","0","0","0"
"189","50","input/6037/","8085","0","0","0","4.654761904761905","0","0","672","0","0","0"
"190","50","input/6037/","8109","0","0","0","4.654761904761905","0","0","672","0","0","0"
"178","50","input/5884/","23330","5","0","0","5.145933014354067","5.074162679425838","0","418","6","0","0"
"191","50","input/6041/","8117","0","0","0","4.630150753768844","0","0","1990","0","0","0"
"192","50","input/6041/","8108","0","0","0","4.630150753768844","0","0","1990","0","0","0"
"193","50","input/6041/","8172","0","0","0","4.630150753768844","0","0","1990","0","0","0"
"194","50","input/6041/","8164","0","0","0","4.630150753768844","0","0","1990","0","0","0"
"195","50","input/6041/","8124","0","0","0","4.630150753768844","0","0","1990","0","0","0"
"179","50","input/5884/","22099","5","0","0","5.148325358851674","5.057416267942584","0","418","6","1","0"
"160","50","input/5500/","44842","81","69","40","4.36684135302525","4.000476417341591","3.74130538351596","2099","82","69","41"
"196","50","input/6041/","8108","0","0","0","4.630150753768844","0","0","1990","0","0","0"
"197","50","input/6041/","8098","0","0","0","4.630150753768844","0","0","1990","0","0","0"
"198","50","input/6041/","8100","0","0","0","4.630150753768844","0","0","1990","0","0","0"
"199","50","input/6041/","8187","0","0","0","4.630150753768844","0","0","1990","0","0","0"
"200","50","input/6041/","8141","0","0","0","4.630150753768844","0","0","1990","0","0","0"
"180","50","input/5884/","23514","5","0","0","5.145933014354067","5.074162679425838","0","418","6","0","0"
"205","50","input/6170/","45885","142","74","33","3.955538809344386","3.1379050489826676","2.709118311981914","1327","142","75","33"
"206","50","input/6170/","47875","142","74","33","3.9562923888470234","3.1477015825169556","2.7098718914845517","1327","142","74","34"
"208","50","input/6170/","47120","142","78","36","3.969856819894499","3.110776186887717","2.663149962321025","1327","142","79","37"
"201","50","input/6170/","48285","142","79","33","3.961567445365486","3.1062547098718913","2.6721929163526754","1327","142","80","33"
"202","50","input/6170/","46841","143","80","38","3.9547852298417485","3.094197437829691","2.6397889977392617","1327","143","81","38"
"203","50","input/6170/","48111","142","76","34","3.9608138658628484","3.1281085154483796","2.6842501883948757","1327","143","76","35"
"207","50","input/6170/","48907","140","77","33","3.9675960813865863","3.1424265259984927","2.7045968349660887","1327","140","77","33"
"209","50","input/6170/","47691","142","77","35","3.975885455915599","3.12509419743783","2.6782215523737753","1327","142","77","36"
"204","50","input/6170/","48479","141","76","32","3.9773926149208743","3.129615674453655","2.691785983421251","1327","142","77","33"
"210","50","input/6170/","47666","143","81","41","3.961567445365486","3.1024868123587037","2.616428033157498","1327","143","82","41"
"211","50","input/6185/","21910","6","0","0","4.280876494023905","4.252988047808765","0","1506","7","1","0"
"212","50","input/6185/","23754","7","0","0","4.279548472775565","4.254980079681275","0","1506","7","0","0"
"215","50","input/6185/","22294","6","0","0","4.282868525896414","4.262284196547145","0","1506","6","0","0"
"213","50","input/6185/","31142","7","1","0","4.280212483399734","4.249667994687915","4.245019920318725","1506","7","1","0"
"216","50","input/6185/","23270","7","0","0","4.278884462151394","4.255644090305445","0","1506","7","0","0"
"214","50","input/6185/","21765","7","0","0","4.280212483399734","4.250332005312085","0","1506","7","1","0"
"217","50","input/6185/","24285","7","0","0","4.279548472775565","4.254980079681275","0","1506","7","0","0"
"218","50","input/6185/","23911","6","0","0","4.280876494023905","4.259628154050465","0","1506","7","0","0"
"219","50","input/6185/","23094","7","0","0","4.279548472775565","4.254980079681275","0","1506","7","0","0"
"220","50","input/6185/","22488","6","0","0","4.278220451527225","4.256972111553785","0","1506","7","0","0"
"221","50","input/6187/","23902","8","0","0","3.809739524348811","3.7870894677236695","0","1766","9","0","0"
"222","50","input/6187/","22730","8","0","0","3.809739524348811","3.7865232163080407","0","1766","9","0","0"
"231","50","input/6197/","8132","0","0","0","3.6620718462823727","0","0","2394","0","0","0"
"223","50","input/6187/","23292","9","0","0","3.809173272933182","3.783691959229898","0","1766","9","0","0"
"224","50","input/6187/","23503","9","0","0","3.805775764439411","3.7802944507361267","0","1766","10","0","0"
"228","50","input/6187/","22869","8","0","0","3.809739524348811","3.7870894677236695","0","1766","9","0","0"
"226","50","input/6187/","20672","9","0","0","3.80634201585504","3.7797281993204983","0","1766","10","0","0"
"225","50","input/6187/","33487","9","1","0","3.8103057757644394","3.7802944507361267","3.7768969422423555","1766","9","1","0"
"232","50","input/6197/","8099","0","0","0","3.6620718462823727","0","0","2394","0","0","0"
"233","50","input/6197/","8124","0","0","0","3.6620718462823727","0","0","2394","0","0","0"
"234","50","input/6197/","8156","0","0","0","3.6620718462823727","0","0","2394","0","0","0"
"235","50","input/6197/","8111","0","0","0","3.6620718462823727","0","0","2394","0","0","0"
"227","50","input/6187/","37313","10","1","0","3.805775764439411","3.7734994337485843","3.7706681766704415","1766","10","1","0"
"236","50","input/6197/","8124","0","0","0","3.6620718462823727","0","0","2394","0","0","0"
"237","50","input/6197/","8166","0","0","0","3.6620718462823727","0","0","2394","0","0","0"
"229","50","input/6187/","24092","10","0","0","3.80634201585504","3.7768969422423555","0","1766","10","0","0"
"238","50","input/6197/","8160","0","0","0","3.6620718462823727","0","0","2394","0","0","0"
"239","50","input/6197/","8146","0","0","0","3.6620718462823727","0","0","2394","0","0","0"
"240","50","input/6197/","8106","0","0","0","3.6620718462823727","0","0","2394","0","0","0"
"230","50","input/6187/","23102","9","0","0","3.80634201585504","3.7808607021517555","0","1766","10","0","0"
"242","50","input/6309/","44490","218","125","45","4.037119524870081","2.8144023756495917","2.1573867854491464","1347","219","125","45"
"248","50","input/6309/","44259","214","120","39","4.054936896807721","2.8307349665924275","2.233110616184113","1347","215","121","39"
"249","50","input/6309/","43664","218","125","42","4.061618411284336","2.8069784706755754","2.180400890868597","1347","218","125","42"
"250","50","input/6309/","46483","216","120","38","4.061618411284336","2.82256867112101","2.2620638455827766","1347","216","121","38"
"243","50","input/6309/","44478","219","121","39","4.051224944320713","2.825538233110616","2.212323682256867","1347","219","121","39"
"241","50","input/6309/","44460","217","127","44","4.061618411284336","2.789161098737936","2.1529324424647363","1347","217","127","45"
"244","50","input/6309/","46075","215","132","44","4.06829992576095","2.7847067557535263","2.131403118040089","1347","216","133","44"
"245","50","input/6309/","43688","220","127","43","4.066072754268745","2.776540460282108","2.144023756495917","1347","220","128","43"
"246","50","input/6309/","44893","216","126","44","4.065330363771344","2.8173719376391984","2.184112843355605","1347","217","126","44"
"247","50","input/6309/","44503","217","124","43","4.071269487750556","2.8166295471417966","2.190051967334818","1347","217","125","43"
"251","50","input/6443/","46509","89","33","12","4.113569321533923","3.3628318584070795","2.9852507374631267","678","89","33","13"
"253","50","input/6443/","44317","90","32","15","4.110619469026549","3.355457227138643","2.966076696165192","678","90","32","16"
"254","50","input/6443/","44131","90","31","13","4.095870206489676","3.355457227138643","3.0073746312684366","678","90","31","13"
"261","50","input/6575/","8108","0","0","0","3.197879858657244","0","0","283","0","0","0"
"252","50","input/6443/","46911","90","33","14","4.12094395280236","3.3333333333333335","2.9469026548672566","678","90","33","14"
"262","50","input/6575/","8114","0","0","0","3.197879858657244","0","0","283","0","0","0"
"263","50","input/6575/","8128","0","0","0","3.197879858657244","0","0","283","0","0","0"
"264","50","input/6575/","8179","0","0","0","3.197879858657244","0","0","283","0","0","0"
"265","50","input/6575/","8111","0","0","0","3.197879858657244","0","0","283","0","0","0"
"266","50","input/6575/","8121","0","0","0","3.197879858657244","0","0","283","0","0","0"
"267","50","input/6575/","8158","0","0","0","3.197879858657244","0","0","283","0","0","0"
"268","50","input/6575/","8121","0","0","0","3.197879858657244","0","0","283","0","0","0"
"269","50","input/6575/","8109","0","0","0","3.197879858657244","0","0","283","0","0","0"
"270","50","input/6575/","8094","0","0","0","3.197879858657244","0","0","283","0","0","0"
"255","50","input/6443/","46526","91","33","13","4.087020648967552","3.3348082595870205","2.9528023598820057","678","91","34","13"
"257","50","input/6443/","43976","88","33","12","4.123893805309734","3.355457227138643","3.0088495575221237","678","89","34","12"
"256","50","input/6443/","45900","89","36","17","4.106194690265487","3.3185840707964602","2.8908554572271385","678","90","37","18"
"271","60","input/1614/","22721","2","0","0","3.3526841448189764","3.3451935081148565","0","1602","4","0","0"
"273","60","input/1614/","22693","2","0","0","3.3526841448189764","3.3451935081148565","0","1602","4","0","0"
"272","60","input/1614/","22309","3","0","0","3.3514357053682895","3.3414481897627963","0","1602","4","0","0"
"258","50","input/6443/","43902","89","33","14","4.101769911504425","3.3716814159292037","2.9837758112094397","678","89","33","14"
"274","60","input/1614/","22476","2","0","0","3.3526841448189764","3.3451935081148565","0","1602","4","0","0"
"275","60","input/1614/","20512","2","0","0","3.3514357053682895","3.3451935081148565","0","1602","4","0","0"
"281","60","input/1632/","8119","0","0","0","4.22724795640327","0","0","1835","0","0","0"
"276","60","input/1614/","18285","3","0","0","3.352059925093633","3.3414481897627963","0","1602","4","0","0"
"260","50","input/6443/","44901","88","31","11","4.113569321533923","3.387905604719764","3.0398230088495577","678","88","32","11"
"277","60","input/1614/","17319","2","0","0","3.3526841448189764","3.3451935081148565","0","1602","4","0","0"
"282","60","input/1632/","8125","0","0","0","4.22724795640327","0","0","1835","0","0","0"
"283","60","input/1632/","8102","0","0","0","4.22724795640327","0","0","1835","0","0","0"
"284","60","input/1632/","8081","0","0","0","4.22724795640327","0","0","1835","0","0","0"
"285","60","input/1632/","8110","0","0","0","4.22724795640327","0","0","1835","0","0","0"
"287","60","input/1632/","8120","0","0","0","4.22724795640327","0","0","1835","0","0","0"
